year,words,c
1986,lose,1
1986,loud,1
1986,machel,1
1986,maintain,1
1986,maintenance,1
1986,marker,1
1986,marín,1
1986,matsapa,1
1986,maximum,1
1986,mbala,1
1986,mda,1
1986,mea,1
1986,means,1
1986,mechanic,1
1986,meeting,1
1986,mexico,1
1986,midpoint,1
1986,mile,1
1986,min,1
1986,minsk,1
1986,minutes,1
1986,missed,1
1986,missile,1
1986,mmq,1
1986,moderate,1
1986,moscow,1
1986,move,1
1986,moved,1
1986,moving,1
1986,mozambique,1
1986,mpm,1
1986,mu,1
1986,muñoz,1
1986,nadi,1
1986,named,1
1986,navaid,1
1986,navigational,1
1986,near,1
1986,netherlands,1
1986,neutral,1
1986,newspaper,1
1986,nf,1
1986,night,1
1986,nine,1
1986,nma,1
1986,normal,1
1986,northwest,1
1986,notams,1
1986,noticed,1
1986,np,1
1986,nst,1
1986,ntd,1
1986,observed,1
1986,obtain,1
1986,occasional,1
1986,officers,1
1986,oil,1
1986,one,1
1986,onto,1
1986,operator,1
1986,otter,1
1986,outofservice,1
1986,outofsvc,1
1986,overcast,1
1986,pacific,1
1986,part,1
1986,passed,1
1986,past,1
1986,people,1
1986,performance,1
1986,performed,1
1986,personnel,1
1986,pine,1
1986,pitched,1
1986,placed,1
1986,planned,1
1986,poor,1
1986,preflight,1
1986,preimpact,1
1986,prelanding,1
1986,premature,1
1986,present,1
1986,president,1
1986,prior,1
1986,procedure,1
1986,proceeded,1
1986,propeller,1
1986,purposes,1
1986,queried,1
1986,radio,1
1986,railroad,1
1986,ramp,1
1986,rapidly,1
1986,rear,1
1986,recalled,1
1986,recomputed,1
1986,recorded,1
1986,regulation,1
1986,relative,1
1986,removal,1
1986,retarded,1
1986,return,1
1986,reversers,1
1986,rising,1
1986,rollout,1
1986,rotate,1
1986,rotated,1
1986,rotation,1
1986,rough,1
1986,rudder,1
1986,run,1
1986,runways,1
1986,safety,1
1986,sam,1
1986,samara,1
1986,samora,1
1986,sas,1
1986,saw,1
1986,schiphol,1
1986,sea,1
1986,seagull,1
1986,seconds,1
1986,security,1
1986,seen,1
1986,select,1
1986,selected,1
1986,selection,1
1986,sept,1
1986,septiles,1
1986,serviceable,1
1986,seven,1
1986,severe,1
1986,shadows,1
1986,shift,1
1986,shimbun,1
1986,shut,1
1986,signal,1
1986,sk,1
1986,slid,1
1986,slush,1
1986,smooth,1
1986,soldiers,1
1986,solidstate,1
1986,soon,1
1986,sound,1
1986,source,1
1986,spar,1
1986,speedbrakes,1
1986,spite,1
1986,spla,1
1986,spotted,1
1986,stated,1
1986,stone,1
1986,stopped,1
1986,stops,1
1986,su,1
1986,subjected,1
1986,subsequent,1
1986,subsequently,1
1986,sudan,1
1986,suddenly,1
1986,suffered,1
1986,supervisor,1
1986,takawirang,1
1986,take,1
1986,taxied,1
1986,terminated,1
1986,texarkana,1
1986,though,1
1986,torrance,1
1986,torrential,1
1986,towards,1
1986,tracks,1
1986,trailing,1
1986,transcripts,1
1986,transmissions,1
1986,transmitted,1
1986,trapped,1
1986,travelling,1
1986,tree,1
1986,trees,1
1986,trimmed,1
1986,tua,1
1986,turbulence,1
1986,turning,1
1986,twin,1
1986,two,1
1986,unable,1
1986,undershot,1
1986,unit,1
1986,units,1
1986,unloaded,1
1986,unsuccessfully,1
1986,upon,1
1986,use,1
1986,using,1
1986,v,1
1986,vancouver,1
1986,variable,1
1986,veered,1
1986,verify,1
1986,vertical,1
1986,vibration,1
1986,visibility,1
1986,visually,1
1986,wall,1
1986,weak,1
1986,weighed,1
1986,went,1
1986,west,1
1986,western,1
1986,wheel,1
1986,wheeled,1
1986,wheelfirst,1
1986,window,1
1986,windshear,1
1986,wing,1
1986,within,1
1986,without,1
1986,worsening,1
1986,wrong,1
1986,yaw,1
1986,yomiuri,1
1986,zahedan,1
1987,runway,34
1987,gear,20
1987,landing,20
1987,approach,19
1987,crew,19
1987,airport,15
1987,right,15
1987,left,13
1987,controller,12
1987,crashed,12
1987,feet,12
1987,dc,11
1987,local,10
1987,nose,10
1987,ground,9
1987,river,9
1987,two,9
1987,air,8
1987,pilot,8
1987,plane,8
1987,struck,8
1987,takeoff,8
1987,touched,8
1987,weather,8
1987,cleared,7
1987,fire,7
1987,ross,7
1987,wing,7
1987,accident,6
1987,back,6
1987,engine,6
1987,high,6
1987,ils,6
1987,main,6
1987,minutes,6
1987,report,6
1987,time,6
1987,took,6
1987,boeing,5
1987,captain,5
1987,collided,5
1987,degrees,5
1987,destroyed,5
1987,due,5
1987,first,5
1987,members,5
1987,one,5
1987,thai,5
1987,utc,5
1987,altitude,4
1987,approached,4
1987,attempt,4
1987,brake,4
1987,cargo,4
1987,collapsed,4
1987,continued,4
1987,control,4
1987,departed,4
1987,faro,4
1987,flying,4
1987,hit,4
1987,hours,4
1987,instructed,4
1987,international,4
1987,killed,4
1987,land,4
1987,later,4
1987,made,4
1987,metres,4
1987,near,4
1987,om,4
1987,phuket,4
1987,position,4
1987,received,4
1987,reported,4
1987,rolled,4
1987,service,4
1987,threshold,4
1987,tower,4
1987,transmission,4
1987,agl,3
1987,airborne,3
1987,also,3
1987,antenna,3
1987,approaching,3
1987,assembly,3
1987,attempted,3
1987,broke,3
1987,building,3
1987,ca,3
1987,causing,3
1987,coast,3
1987,descent,3
1987,dme,3
1987,domestic,3
1987,edge,3
1987,en,3
1987,failure,3
1987,fence,3
1987,final,3
1987,fl,3
1987,fokker,3
1987,following,3
1987,glide,3
1987,hercules,3
1987,icing,3
1987,impacted,3
1987,mechanics,3
1987,mount,3
1987,mountain,3
1987,occupants,3
1987,passengers,3
1987,pin,3
1987,priority,3
1987,rain,3
1987,registered,3
1987,route,3
1987,sea,3
1987,short,3
1987,side,3
1987,slope,3
1987,stop,3
1987,transport,3
1987,trees,3
1987,used,3
1987,visibility,3
1987,visual,3
1987,vordme,3
1987,wings,3
1987,advise,2
1987,airlines,2
1987,airways,2
1987,alert,2
1987,area,2
1987,arm,2
1987,arrivals,2
1987,attitude,2
1987,avoid,2
1987,baguio,2
1987,began,2
1987,board,2
1987,break,2
1987,bulletin,2
1987,cabin,2
1987,caravan,2
1987,caribou,2
1987,caught,2
1987,caused,2
1987,cessna,2
1987,clear,2
1987,clearance,2
1987,climbed,2
1987,cloud,2
1987,collision,2
1987,conditions,2
1987,contact,2
1987,contacting,2
1987,converged,2
1987,crews,2
1987,crossed,2
1987,death,2
1987,deicing,2
1987,departure,2
1987,descended,2
1987,deteriorating,2
1987,didnt,2
1987,displaced,2
1987,dragonair,2
1987,dropped,2
1987,empennage,2
1987,encountered,2
1987,end,2
1987,engines,2
1987,equipment,2
1987,erupted,2
1987,exiting,2
1987,experienced,2
1987,express,2
1987,f,2
1987,failed,2
1987,finished,2
1987,flaps,2
1987,flaring,2
1987,flew,2
1987,flights,2
1987,force,2
1987,forced,2
1987,francisco,2
1987,freighter,2
1987,ft,2
1987,fully,2
1987,fuselage,2
1987,goaround,2
1987,hand,2
1987,harcourt,2
1987,heard,2
1987,heavy,2
1987,iligan,2
1987,inbound,2
1987,initiated,2
1987,inside,2
1987,island,2
1987,issued,2
1987,june,2
1987,kg,2
1987,km,2
1987,knots,2
1987,l,2
1987,lengthy,2
1987,level,2
1987,lima,2
1987,loaded,2
1987,located,2
1987,long,2
1987,los,2
1987,lose,2
1987,loss,2
1987,lost,2
1987,low,2
1987,maingear,2
1987,marker,2
1987,miles,2
1987,nax,2
1987,ndb,2
1987,newburghstewart,2
1987,northwest,2
1987,nosegear,2
1987,nr,2
1987,ny,2
1987,oil,2
1987,onto,2
1987,operated,2
1987,outer,2
1987,passenger,2
1987,perimeter,2
1987,peru,2
1987,pilots,2
1987,pitch,2
1987,poor,2
1987,port,2
1987,pounds,2
1987,pr,2
1987,proceed,2
1987,radial,2
1987,radio,2
1987,receive,2
1987,requested,2
1987,roll,2
1987,rosenbalm,2
1987,san,2
1987,scheduled,2
1987,set,2
1987,severe,2
1987,sfo,2
1987,shortly,2
1987,shot,2
1987,simulated,2
1987,southeast,2
1987,speed,2
1987,strut,2
1987,subsequently,2
1987,successive,2
1987,swf,2
1987,taxi,2
1987,told,2
1987,torque,2
1987,transmitting,2
1987,tried,2
1987,valley,2
1987,waddington,2
1987,went,2
1987,wheelbrake,2
1987,work,2
1987,wreckage,2
1987,aboard,1
1987,aborted,1
1987,accelerated,1
1987,accomplished,1
1987,additionally,1
1987,adverse,1
1987,advised,1
1987,aerobatic,1
1987,aeroplane,1
1987,aerospace,1
1987,africa,1
1987,aft,1
1987,aileron,1
1987,airbus,1
1987,airframe,1
1987,airspeed,1
1987,alarm,1
1987,alongside,1
1987,alternate,1
1987,among,1
1987,angeles,1
1987,announced,1
1987,anomalous,1
1987,another,1
1987,antonov,1
1987,appeared,1
1987,appears,1
1987,approximately,1
1987,around,1
1987,arrival,1
1987,assemblies,1
1987,atc,1
1987,atr,1
1987,attempts,1
1987,bae,1
1987,bag,1
1987,baggage,1
1987,bangalore,1
1987,base,1
1987,beach,1
1987,became,1
1987,believed,1
1987,belly,1
1987,benguela,1
1987,bod,1
1987,bolt,1
1987,bordeauxmérignac,1
1987,bounced,1
1987,bound,1
1987,braking,1
1987,brasilia,1
1987,british,1
1987,brought,1
1987,burned,1
1987,calculated,1
1987,calgary,1
1987,came,1
1987,cancao,1
1987,caravans,1
1987,carrying,1
1987,cars,1
1987,cartwheeled,1
1987,ceb,1
1987,cebu,1
1987,cells,1
1987,certificates,1
1987,cgn,1
1987,changed,1
1987,chc,1
1987,chiang,1
1987,christchurch,1
1987,cincinnatinorthern,1
1987,circling,1
1987,citation,1
1987,claimed,1
1987,climb,1
1987,climbing,1
1987,climbout,1
1987,cockpit,1
1987,combat,1
1987,community,1
1987,company,1
1987,complete,1
1987,compliance,1
1987,comprising,1
1987,concentrate,1
1987,confirmed,1
1987,connecting,1
1987,constant,1
1987,construction,1
1987,consumed,1
1987,contacted,1
1987,correct,1
1987,county,1
1987,course,1
1987,crack,1
1987,cracks,1
1987,crash,1
1987,crewmembers,1
1987,cruise,1
1987,cruising,1
1987,cvg,1
1987,cycles,1
1987,dallasnew,1
1987,damage,1
1987,days,1
1987,dayton,1
1987,deg,1
1987,delayed,1
1987,demo,1
1987,depart,1
1987,descend,1
1987,descending,1
1987,design,1
1987,despite,1
1987,destination,1
1987,detect,1
1987,detroitmetropolitan,1
1987,dhca,1
1987,ditch,1
1987,dive,1
1987,diverted,1
1987,douglas,1
1987,dragon,1
1987,drop,1
1987,ea,1
1987,eating,1
1987,eight,1
1987,elevator,1
1987,eleven,1
1987,embankment,1
1987,embraer,1
1987,employees,1
1987,engineers,1
1987,entered,1
1987,ever,1
1987,exceeded,1
1987,existed,1
1987,expect,1
1987,expected,1
1987,exploded,1
1987,extended,1
1987,facing,1
1987,false,1
1987,fast,1
1987,feathered,1
1987,fell,1
1987,fences,1
1987,field,1
1987,fieldinsight,1
1987,fifteen,1
1987,fighting,1
1987,finals,1
1987,five,1
1987,flare,1
1987,flat,1
1987,form,1
1987,fort,1
1987,forth,1
1987,forward,1
1987,foul,1
1987,found,1
1987,four,1
1987,fracture,1
1987,fractured,1
1987,france,1
1987,freight,1
1987,friendship,1
1987,front,1
1987,frozen,1
1987,fuel,1
1987,gain,1
1987,gate,1
1987,give,1
1987,given,1
1987,going,1
1987,gold,1
1987,gone,1
1987,gradually,1
1987,hade,1
1987,hadnt,1
1987,hard,1
1987,hat,1
1987,heho,1
1987,helicopter,1
1987,highspeed,1
1987,highway,1
1987,hl,1
1987,hold,1
1987,hole,1
1987,homer,1
1987,houses,1
1987,however,1
1987,hs,1
1987,hurriedly,1
1987,hypoxic,1
1987,ias,1
1987,ifr,1
1987,ign,1
1987,ii,1
1987,ilyushin,1
1987,imc,1
1987,immediately,1
1987,improved,1
1987,inadvertent,1
1987,incline,1
1987,indian,1
1987,indications,1
1987,indoctrination,1
1987,informed,1
1987,injuries,1
1987,inserted,1
1987,installation,1
1987,installed,1
1987,instance,1
1987,instrument,1
1987,intentional,1
1987,inverted,1
1987,investigation,1
1987,involved,1
1987,iquitos,1
1987,jet,1
1987,johannesburg,1
1987,kai,1
1987,kaikoura,1
1987,kentucky,1
1987,killing,1
1987,kmh,1
1987,kodiak,1
1987,kts,1
1987,kuito,1
1987,ky,1
1987,köln,1
1987,lagos,1
1987,lake,1
1987,landed,1
1987,last,1
1987,late,1
1987,lax,1
1987,leaving,1
1987,legs,1
1987,lengthened,1
1987,lift,1
1987,lifted,1
1987,lights,1
1987,limits,1
1987,lin,1
1987,lines,1
1987,list,1
1987,little,1
1987,littoral,1
1987,localizerdme,1
1987,lock,1
1987,locked,1
1987,lockheed,1
1987,longer,1
1987,lower,1
1987,madras,1
1987,maintenance,1
1987,making,1
1987,maneuver,1
1987,manila,1
1987,manual,1
1987,manufacturer,1
1987,mauritius,1
1987,mcdonnell,1
1987,meal,1
1987,mem,1
1987,memphis,1
1987,men,1
1987,message,1
1987,mi,1
1987,michigan,1
1987,midnight,1
1987,migrating,1
1987,mil,1
1987,milanlinate,1
1987,mildly,1
1987,mile,1
1987,military,1
1987,min,1
1987,mines,1
1987,minimum,1
1987,missile,1
1987,mnl,1
1987,mode,1
1987,moderate,1
1987,monitor,1
1987,mountainous,1
1987,mountainside,1
1987,movements,1
1987,mozambique,1
1987,municipal,1
1987,must,1
1987,myanmar,1
1987,navy,1
1987,nearvertical,1
1987,necessary,1
1987,neither,1
1987,nelson,1
1987,never,1
1987,next,1
1987,nigeria,1
1987,nine,1
1987,noise,1
1987,nosed,1
1987,noting,1
1987,november,1
1987,nps,1
1987,ntw,1
1987,obliterated,1
1987,observed,1
1987,obstacles,1
1987,occupied,1
1987,ocean,1
1987,officer,1
1987,oh,1
1987,open,1
1987,operating,1
1987,operation,1
1987,order,1
1987,ore,1
1987,originated,1
1987,outward,1
1987,overfly,1
1987,overflying,1
1987,overnight,1
1987,overran,1
1987,oxygen,1
1987,pacific,1
1987,panels,1
1987,parked,1
1987,partially,1
1987,parts,1
1987,paso,1
1987,pass,1
1987,passed,1
1987,past,1
1987,pasture,1
1987,pensacola,1
1987,people,1
1987,performed,1
1987,performing,1
1987,personnel,1
1987,persons,1
1987,peruvian,1
1987,phc,1
1987,philippine,1
1987,place,1
1987,plaisance,1
1987,plan,1
1987,plata,1
1987,poles,1
1987,portions,1
1987,power,1
1987,preexisting,1
1987,pressure,1
1987,prevent,1
1987,preventing,1
1987,probably,1
1987,problem,1
1987,problems,1
1987,proceeded,1
1987,proceeding,1
1987,progression,1
1987,propeller,1
1987,proper,1
1987,prototype,1
1987,provided,1
1987,published,1
1987,pull,1
1987,pushed,1
1987,raising,1
1987,ran,1
1987,rather,1
1987,reached,1
1987,reaching,1
1987,rebel,1
1987,rebels,1
1987,recognized,1
1987,recommended,1
1987,recovery,1
1987,recycled,1
1987,reduced,1
1987,reference,1
1987,refuelling,1
1987,related,1
1987,removed,1
1987,repeated,1
1987,replaced,1
1987,residents,1
1987,rest,1
1987,resting,1
1987,retraction,1
1987,return,1
1987,road,1
1987,robles,1
1987,rock,1
1987,rod,1
1987,rotated,1
1987,rt,1
1987,rudder,1
1987,runways,1
1987,sa,1
1987,sales,1
1987,sawdust,1
1987,seats,1
1987,sec,1
1987,sector,1
1987,secure,1
1987,seen,1
1987,separate,1
1987,separated,1
1987,separation,1
1987,sequence,1
1987,setting,1
1987,several,1
1987,severity,1
1987,shek,1
1987,shore,1
1987,showed,1
1987,shower,1
1987,shut,1
1987,sight,1
1987,silver,1
1987,similar,1
1987,since,1
1987,situated,1
1987,situation,1
1987,six,1
1987,sixteen,1
1987,skid,1
1987,skyvan,1
1987,slid,1
1987,slight,1
1987,soaked,1
1987,south,1
1987,southwest,1
1987,special,1
1987,spin,1
1987,stalled,1
1987,started,1
1987,station,1
1987,stations,1
1987,steep,1
1987,steeply,1
1987,stone,1
1987,stress,1
1987,sun,1
1987,support,1
1987,surfaces,1
1987,surmised,1
1987,survived,1
1987,sustain,1
1987,sustained,1
1987,sweets,1
1987,tail,1
1987,tailwind,1
1987,take,1
1987,talpeis,1
1987,tashkent,1
1987,te,1
1987,ten,1
1987,terrain,1
1987,territory,1
1987,th,1
1987,though,1
1987,three,1
1987,times,1
1987,tire,1
1987,tn,1
1987,tons,1
1987,top,1
1987,torn,1
1987,torquelinks,1
1987,totalled,1
1987,totally,1
1987,touchdown,1
1987,town,1
1987,traffic,1
1987,trim,1
1987,turboliner,1
1987,turboprop,1
1987,turbulence,1
1987,turn,1
1987,turned,1
1987,twa,1
1987,ugo,1
1987,uncontrolled,1
1987,undercarriage,1
1987,undershot,1
1987,unloaded,1
1987,unreliable,1
1987,unserviceable,1
1987,unusual,1
1987,usa,1
1987,utility,1
1987,veered,1
1987,vicinity,1
1987,victims,1
1987,village,1
1987,visually,1
1987,volpar,1
1987,vrhyl,1
1987,warning,1
1987,watson,1
1987,wayne,1
1987,wellington,1
1987,wheel,1
1987,wind,1
1987,wingtip,1
1987,wlg,1
1987,worked,1
1987,workers,1
1987,wt,1
1987,yai,1
1987,yet,1
1987,york,1
1987,z,1
1987,zero,1
1987,zksfb,1
1988,runway,41
1988,crew,25
1988,airport,17
1988,approach,16
1988,feet,16
1988,left,14
1988,takeoff,14
1988,crashed,11
1988,fire,11
1988,gear,11
1988,air,10
1988,landing,10
1988,departed,9
1988,ground,9
1988,wing,9
1988,continued,7
1988,l,7
1988,plane,7
1988,right,7
1988,struck,7
1988,area,6
1988,main,6
1988,pilot,6
1988,reported,6
1988,rest,6
1988,accident,5
1988,altitude,5
1988,boeing,5
1988,control,5
1988,degrees,5
1988,engine,5
1988,fuel,5
1988,nose,5
1988,one,5
1988,poor,5
1988,side,5
1988,system,5
1988,took,5
1988,two,5
1988,visibility,5
1988,weather,5
1988,antenna,4
1988,bay,4
1988,came,4
1988,cargo,4
1988,elected,4
1988,end,4
1988,failed,4
1988,ferry,4
1988,flames,4
1988,flew,4
1988,following,4
1988,impacted,4
1988,india,4
1988,international,4
1988,landed,4
1988,later,4
1988,mountain,4
1988,past,4
1988,point,4
1988,ran,4
1988,set,4
1988,threshold,4
1988,turn,4
1988,utc,4
1988,airborne,3
1988,airlines,3
1988,appeared,3
1988,approximately,3
1988,around,3
1988,b,3
1988,brakes,3
1988,cabin,3
1988,canada,3
1988,clearance,3
1988,cleared,3
1988,coming,3
1988,contact,3
1988,contacted,3
1988,copilot,3
1988,dar,3
1988,departure,3
1988,descended,3
1988,destroyed,3
1988,entered,3
1988,extend,3
1988,extension,3
1988,first,3
1988,fl,3
1988,flat,3
1988,force,3
1988,fuselage,3
1988,hamada,3
1988,hole,3
1988,hours,3
1988,ils,3
1988,indicated,3
1988,instructed,3
1988,leg,3
1988,localizer,3
1988,luxor,3
1988,near,3
1988,onto,3
1988,operated,3
1988,part,3
1988,pylons,3
1988,reykjavik,3
1988,roll,3
1988,route,3
1988,rvr,3
1988,sas,3
1988,several,3
1988,short,3
1988,shortly,3
1988,started,3
1988,survey,3
1988,tail,3
1988,taxi,3
1988,time,3
1988,tip,3
1988,traffic,3
1988,visual,3
1988,well,3
1988,actuating,2
1988,additional,2
1988,ahmedabad,2
1988,aileron,2
1988,aircrafts,2
1988,alfa,2
1988,along,2
1988,also,2
1988,although,2
1988,angle,2
1988,approached,2
1988,attempts,2
1988,away,2
1988,board,2
1988,boom,2
1988,brake,2
1988,bravo,2
1988,bulgarian,2
1988,burst,2
1988,cairo,2
1988,catering,2
1988,causing,2
1988,charlie,2
1988,cockpit,2
1988,company,2
1988,consisted,2
1988,controller,2
1988,damage,2
1988,damaged,2
1988,dc,2
1988,deg,2
1988,descending,2
1988,descent,2
1988,destination,2
1988,douglas,2
1988,due,2
1988,erupted,2
1988,examination,2
1988,explosion,2
1988,f,2
1988,fence,2
1988,final,2
1988,fitting,2
1988,flaps,2
1988,floor,2
1988,forward,2
1988,france,2
1988,gain,2
1988,goose,2
1988,hard,2
1988,height,2
1988,high,2
1988,history,2
1988,hold,2
1988,hong,2
1988,housing,2
1988,ii,2
1988,injured,2
1988,inoperative,2
1988,instrument,2
1988,inverted,2
1988,july,2
1988,km,2
1988,lake,2
1988,land,2
1988,large,2
1988,learjet,2
1988,light,2
1988,lights,2
1988,lockerbie,2
1988,loop,2
1988,manual,2
1988,maximum,2
1988,members,2
1988,metro,2
1988,minutes,2
1988,missed,2
1988,morning,2
1988,narsarsuaq,2
1988,navigator,2
1988,oceanic,2
1988,oil,2
1988,operating,2
1988,order,2
1988,ottawa,2
1988,otter,2
1988,outer,2
1988,overran,2
1988,paris,2
1988,path,2
1988,position,2
1988,prepared,2
1988,president,2
1988,probes,2
1988,problems,2
1988,procedure,2
1988,pylon,2
1988,r,2
1988,radio,2
1988,reach,2
1988,received,2
1988,registered,2
1988,return,2
1988,river,2
1988,road,2
1988,rome,2
1988,safety,2
1988,said,2
1988,scheduled,2
1988,section,2
1988,separated,2
1988,skidded,2
1988,station,2
1988,structure,2
1988,suffered,2
1988,tank,2
1988,tendency,2
1988,terrain,2
1988,tires,2
1988,trees,2
1988,truck,2
1988,twin,2
1988,uneventful,2
1988,use,2
1988,used,2
1988,values,2
1988,vor,2
1988,weight,2
1988,went,2
1988,wheel,2
1988,yaw,2
1988,ababa,1
1988,abandoned,1
1988,aboard,1
1988,ac,1
1988,across,1
1988,activated,1
1988,activation,1
1988,activities,1
1988,addis,1
1988,addison,1
1988,advanced,1
1988,aerial,1
1988,aerodrome,1
1988,aerolineas,1
1988,airesaeroparque,1
1988,airspace,1
1988,alternate,1
1988,altimeter,1
1988,altimeters,1
1988,aluminum,1
1988,ambassador,1
1988,american,1
1988,ao,1
1988,appears,1
1988,apply,1
1988,approaches,1
1988,approaching,1
1988,approved,1
1988,approx,1
1988,aquaplaning,1
1988,arabian,1
1988,argentinas,1
1988,armenia,1
1988,army,1
1988,array,1
1988,arrive,1
1988,asking,1
1988,asmara,1
1988,asphalted,1
1988,assembly,1
1988,astronautcandidate,1
1988,asymmetric,1
1988,atlantic,1
1988,attempted,1
1988,attempting,1
1988,attitude,1
1988,august,1
1988,authorized,1
1988,available,1
1988,aviation,1
1988,avoidance,1
1988,bae,1
1988,baggage,1
1988,bahar,1
1988,bahawalpur,1
1988,bahía,1
1988,bandeirante,1
1988,bank,1
1988,barranquilla,1
1988,base,1
1988,bdq,1
1988,become,1
1988,began,1
1988,beginning,1
1988,belgium,1
1988,belly,1
1988,beyond,1
1988,blanca,1
1988,bleed,1
1988,bombay,1
1988,bore,1
1988,bought,1
1988,bound,1
1988,bridge,1
1988,broke,1
1988,bru,1
1988,brussels,1
1988,buenos,1
1988,bull,1
1988,burnt,1
1988,bushes,1
1988,c,1
1988,caac,1
1988,cai,1
1988,california,1
1988,callouts,1
1988,calm,1
1988,captain,1
1988,carried,1
1988,carrying,1
1988,casa,1
1988,catarman,1
1988,catching,1
1988,caught,1
1988,caused,1
1988,centreline,1
1988,cessna,1
1988,channel,1
1988,check,1
1988,checklist,1
1988,chino,1
1988,circled,1
1988,citation,1
1988,city,1
1988,civil,1
1988,ciénegas,1
1988,climbed,1
1988,climbout,1
1988,co,1
1988,coagoco,1
1988,cocked,1
1988,collapsed,1
1988,collision,1
1988,colombia,1
1988,compressor,1
1988,concrete,1
1988,condition,1
1988,configuration,1
1988,consequently,1
1988,containers,1
1988,continue,1
1988,contradiction,1
1988,controllers,1
1988,controls,1
1988,conversion,1
1988,correcting,1
1988,correctly,1
1988,countered,1
1988,cracks,1
1988,crash,1
1988,crescent,1
1988,crewchange,1
1988,critical,1
1988,crossed,1
1988,crossing,1
1988,cuatro,1
1988,cut,1
1988,daily,1
1988,dallas,1
1988,dallasaddison,1
1988,damper,1
1988,dark,1
1988,day,1
1988,dcc,1
1988,dec,1
1988,decided,1
1988,deck,1
1988,deep,1
1988,defence,1
1988,deficiencies,1
1988,degree,1
1988,del,1
1988,delay,1
1988,delayed,1
1988,delhiindira,1
1988,delivered,1
1988,denverstapleton,1
1988,depression,1
1988,descend,1
1988,deteriorating,1
1988,developed,1
1988,deviated,1
1988,didnt,1
1988,difficulty,1
1988,disconnected,1
1988,disintegrated,1
1988,disrupted,1
1988,divert,1
1988,dl,1
1988,domestic,1
1988,doubted,1
1988,dragging,1
1988,dropped,1
1988,duty,1
1988,e,1
1988,early,1
1988,earth,1
1988,earthquake,1
1988,ebb,1
1988,egypt,1
1988,either,1
1988,ejected,1
1988,electra,1
1988,electrical,1
1988,embraer,1
1988,emergency,1
1988,empennage,1
1988,employees,1
1988,en,1
1988,engineout,1
1988,engines,1
1988,engulfing,1
1988,enroute,1
1988,entebbe,1
1988,entourage,1
1988,erratic,1
1988,es,1
1988,established,1
1988,ethiopian,1
1988,event,1
1988,eventually,1
1988,evidence,1
1988,exceeded,1
1988,exhausted,1
1988,expedite,1
1988,expired,1
1988,exploded,1
1988,explosive,1
1988,extended,1
1988,extending,1
1988,extensive,1
1988,extensively,1
1988,facility,1
1988,failure,1
1988,fast,1
1988,fatally,1
1988,fco,1
1988,fell,1
1988,ff,1
1988,fidel,1
1988,fields,1
1988,filed,1
1988,finland,1
1988,flown,1
1988,flying,1
1988,followed,1
1988,forced,1
1988,forces,1
1988,forgot,1
1988,found,1
1988,front,1
1988,frost,1
1988,gandhi,1
1988,gate,1
1988,general,1
1988,generals,1
1988,geoterrex,1
1988,got,1
1988,gpws,1
1988,grande,1
1988,greenland,1
1988,guangzhoubaiyun,1
1988,gulf,1
1988,gulleys,1
1988,gunship,1
1988,hadnt,1
1988,half,1
1988,halliburton,1
1988,halted,1
1988,hand,1
1988,happened,1
1988,hawker,1
1988,haze,1
1988,heading,1
1988,heavy,1
1988,hel,1
1988,helsinkivantaa,1
1988,hemus,1
1988,hercules,1
1988,hit,1
1988,hkg,1
1988,hour,1
1988,however,1
1988,hs,1
1988,hurry,1
1988,hydraulic,1
1988,iceland,1
1988,identify,1
1988,ifr,1
1988,ilyushin,1
1988,impact,1
1988,impacting,1
1988,impacts,1
1988,including,1
1988,indian,1
1988,indispensable,1
1988,inflated,1
1988,informed,1
1988,innsbruck,1
1988,inside,1
1988,inspection,1
1988,installation,1
1988,installed,1
1988,instruments,1
1988,insulator,1
1988,intercepted,1
1988,intermediate,1
1988,iskar,1
1988,islamabad,1
1988,items,1
1988,jackson,1
1988,jet,1
1988,jul,1
1988,juliaca,1
1988,karm,1
1988,killed,1
1988,kmh,1
1988,knocked,1
1988,knots,1
1988,kong,1
1988,kongkai,1
1988,kowloon,1
1988,krymsk,1
1988,kts,1
1988,kutcha,1
1988,last,1
1988,leader,1
1988,leave,1
1988,lena,1
1988,leninakan,1
1988,levelled,1
1988,lfoot,1
1988,lgw,1
1988,lift,1
1988,lifting,1
1988,liftoff,1
1988,line,1
1988,littoral,1
1988,localizerdme,1
1988,located,1
1988,locust,1
1988,londongatwick,1
1988,londonheathrow,1
1988,lost,1
1988,low,1
1988,lowering,1
1988,made,1
1988,madre,1
1988,major,1
1988,make,1
1988,manufacturer,1
1988,marker,1
1988,markings,1
1988,massive,1
1988,mb,1
1988,mcdonnell,1
1988,mda,1
1988,meantime,1
1988,mechanism,1
1988,memphis,1
1988,metros,1
1988,mexican,1
1988,midair,1
1988,mile,1
1988,military,1
1988,missing,1
1988,mission,1
1988,mist,1
1988,mistook,1
1988,modifications,1
1988,modified,1
1988,morocco,1
1988,mounted,1
1988,muhammad,1
1988,nantes,1
1988,nasa,1
1988,ncm,1
1988,ndb,1
1988,nearby,1
1988,nearly,1
1988,necessary,1
1988,neiva,1
1988,new,1
1988,night,1
1988,normal,1
1988,normally,1
1988,north,1
1988,northrop,1
1988,noted,1
1988,novaya,1
1988,ntsb,1
1988,obvious,1
1988,occupants,1
1988,occurred,1
1988,oedlc,1
1988,officer,1
1988,ohare,1
1988,oheba,1
