year,key,deaths,survivors
1973,International Scheduled Passenger,231,455.0
1973,Military                         ,24,1.0
1973,Non Scheduled Passenger          ,0,0.0
1973,Official state flight            ,0,0.0
1973,Parachuting                      ,0,0.0
1973,Passenger                        ,0,0.0
1973,Private                          ,0,0.0
1973,Scheduled Passenger              ,391,539.0
1973,Survey/research                  ,0,0.0
1973,Test                             ,0,0.0
1973,Training                         ,0,4.0
1973,Unknown                          ,0,0.0
1974,"Aerial Work (Calibration, Photo) ",0,0.0
1974,Agricultural                     ,0,0.0
1974,Ambulance                        ,0,0.0
1974,Cargo                            ,4,3.0
1974,Demonstration                    ,0,0.0
1974,Executive                        ,0,0.0
1974,Ferry/positioning                ,3,0.0
1974,Fire fighting                    ,0,0.0
1974,Illegal Flight                   ,0,0.0
1974,International Scheduled Passenger,0,0.0
1974,Military                         ,7,0.0
1974,Non Scheduled Passenger          ,32,2.0
1974,Official state flight            ,3,3.0
1974,Parachuting                      ,0,0.0
1974,Passenger                        ,0,0.0
1974,Private                          ,0,0.0
1974,Scheduled Passenger              ,109,35.0
1974,Survey/research                  ,0,0.0
1974,Test                             ,0,0.0
1974,Training                         ,2,4.0
1974,Unknown                          ,0,3.0
1975,"Aerial Work (Calibration, Photo) ",0,0.0
1975,Agricultural                     ,0,0.0
1975,Ambulance                        ,0,0.0
1975,Cargo                            ,6,2.0
1975,Demonstration                    ,0,0.0
1975,Executive                        ,0,0.0
1975,Ferry/positioning                ,0,139.0
1975,Fire fighting                    ,0,0.0
1975,Illegal Flight                   ,2,0.0
1975,International Scheduled Passenger,0,697.0
1975,Military                         ,36,2.0
1975,Non Scheduled Passenger          ,188,26.0
1975,Official state flight            ,0,0.0
1975,Parachuting                      ,0,0.0
1975,Passenger                        ,0,0.0
1975,Private                          ,0,0.0
1975,Scheduled Passenger              ,69,280.0
1975,Survey/research                  ,0,0.0
1975,Test                             ,0,0.0
1975,Training                         ,0,0.0
1975,Unknown                          ,0,0.0
1976,"Aerial Work (Calibration, Photo) ",0,0.0
1976,Agricultural                     ,0,0.0
1976,Ambulance                        ,0,0.0
1976,Cargo                            ,8,0.0
1976,Demonstration                    ,0,0.0
1976,Executive                        ,7,0.0
1976,Ferry/positioning                ,0,9.0
1976,Fire fighting                    ,0,0.0
1976,Illegal Flight                   ,0,0.0
1976,International Scheduled Passenger,74,146.0
1976,Military                         ,47,25.0
1976,Non Scheduled Passenger          ,0,0.0
1976,Official state flight            ,0,0.0
1976,Parachuting                      ,0,0.0
1976,Passenger                        ,0,0.0
1976,Private                          ,5,0.0
1976,Scheduled Passenger              ,405,110.0
1976,Survey/research                  ,0,0.0
1976,Test                             ,2,1.0
1976,Training                         ,0,0.0
1976,Unknown                          ,0,0.0
1977,"Aerial Work (Calibration, Photo) ",0,0.0
1977,Agricultural                     ,0,0.0
1977,Ambulance                        ,0,0.0
1977,Cargo                            ,10,0.0
1977,Demonstration                    ,0,2.0
1977,Executive                        ,4,3.0
1977,Ferry/positioning                ,0,0.0
1977,Fire fighting                    ,0,0.0
1977,Illegal Flight                   ,0,0.0
1977,International Scheduled Passenger,33,111.0
1977,Military                         ,22,0.0
1977,Non Scheduled Passenger          ,75,33.0
1977,Official state flight            ,0,0.0
1977,Parachuting                      ,0,0.0
1977,Passenger                        ,0,0.0
1977,Private                          ,0,0.0
1977,Scheduled Passenger              ,146,0.0
1977,Survey/research                  ,0,0.0
1977,Test                             ,2,3.0
1977,Training                         ,11,1.0
1977,Unknown                          ,0,0.0
1978,"Aerial Work (Calibration, Photo) ",0,0.0
1978,Agricultural                     ,0,0.0
1978,Ambulance                        ,0,0.0
1978,Cargo                            ,0,0.0
1978,Demonstration                    ,0,0.0
1978,Executive                        ,0,20.0
1978,Ferry/positioning                ,8,0.0
1978,Fire fighting                    ,0,0.0
1978,Illegal Flight                   ,0,0.0
1978,International Scheduled Passenger,0,63.0
1978,Military                         ,101,0.0
1978,Non Scheduled Passenger          ,0,0.0
1978,Official state flight            ,0,0.0
1978,Parachuting                      ,0,0.0
1978,Passenger                        ,0,0.0
1978,Private                          ,0,0.0
1978,Scheduled Passenger              ,2,522.0
1978,Survey/research                  ,0,0.0
1978,Test                             ,3,1.0
1978,Training                         ,1,3.0
1978,Unknown                          ,0,7.0
1979,"Aerial Work (Calibration, Photo) ",0,0.0
1979,Agricultural                     ,0,0.0
1979,Ambulance                        ,0,0.0
1979,Cargo                            ,6,3.0
1979,Demonstration                    ,0,0.0
1979,Executive                        ,0,0.0
1979,Ferry/positioning                ,0,0.0
1979,Fire fighting                    ,0,0.0
1979,Illegal Flight                   ,0,0.0
1979,International Scheduled Passenger,242,247.0
1979,Military                         ,0,0.0
1979,Non Scheduled Passenger          ,12,52.0
1979,Official state flight            ,0,0.0
1979,Parachuting                      ,0,0.0
1979,Passenger                        ,0,0.0
1979,Private                          ,0,0.0
1979,Scheduled Passenger              ,88,271.0
1979,Survey/research                  ,0,0.0
1979,Test                             ,0,0.0
1979,Training                         ,6,0.0
1979,Unknown                          ,0,0.0
1980,"Aerial Work (Calibration, Photo) ",0,0.0
1980,Agricultural                     ,0,0.0
1980,Ambulance                        ,0,0.0
1980,Cargo                            ,6,7.0
1980,Demonstration                    ,0,0.0
1980,Executive                        ,0,0.0
1980,Ferry/positioning                ,0,0.0
1980,Fire fighting                    ,0,0.0
1980,Illegal Flight                   ,0,0.0
1980,International Scheduled Passenger,0,0.0
1980,Military                         ,18,0.0
1980,Non Scheduled Passenger          ,58,29.0
1980,Official state flight            ,0,0.0
1980,Parachuting                      ,0,0.0
1980,Passenger                        ,0,0.0
1980,Private                          ,0,0.0
1980,Scheduled Passenger              ,465,238.0
1980,Survey/research                  ,0,0.0
1980,Test                             ,0,0.0
1980,Training                         ,0,0.0
1980,Unknown                          ,0,0.0
1981,"Aerial Work (Calibration, Photo) ",0,0.0
1981,Agricultural                     ,0,0.0
1981,Ambulance                        ,0,0.0
1981,Cargo                            ,4,3.0
1981,Demonstration                    ,0,0.0
1981,Executive                        ,6,0.0
1981,Ferry/positioning                ,0,5.0
1981,Fire fighting                    ,0,0.0
1981,Illegal Flight                   ,0,0.0
1981,International Scheduled Passenger,0,0.0
1981,Military                         ,0,0.0
1981,Non Scheduled Passenger          ,201,11.0
1981,Official state flight            ,0,0.0
1981,Parachuting                      ,0,0.0
1981,Passenger                        ,0,0.0
1981,Private                          ,0,0.0
1981,Scheduled Passenger              ,47,216.0
1981,Survey/research                  ,0,0.0
1981,Test                             ,0,0.0
1981,Training                         ,0,0.0
1981,Unknown                          ,0,0.0
1982,"Aerial Work (Calibration, Photo) ",0,0.0
1982,Agricultural                     ,0,0.0
1982,Ambulance                        ,0,0.0
1982,Cargo                            ,18,1.0
1982,Demonstration                    ,0,0.0
1982,Executive                        ,0,0.0
1982,Ferry/positioning                ,0,0.0
1982,Fire fighting                    ,0,0.0
1982,Illegal Flight                   ,0,0.0
1982,International Scheduled Passenger,17,276.0
1982,Military                         ,11,9.0
1982,Non Scheduled Passenger          ,0,73.0
1982,Official state flight            ,0,0.0
1982,Parachuting                      ,0,0.0
1982,Passenger                        ,0,0.0
1982,Private                          ,10,0.0
1982,Scheduled Passenger              ,294,44.0
1982,Survey/research                  ,0,0.0
1982,Test                             ,0,0.0
1982,Training                         ,0,0.0
1982,Unknown                          ,0,0.0
1983,"Aerial Work (Calibration, Photo) ",0,0.0
1983,Agricultural                     ,0,0.0
1983,Ambulance                        ,0,0.0
1983,Cargo                            ,2,11.0
1983,Demonstration                    ,0,2.0
1983,Executive                        ,0,0.0
1983,Ferry/positioning                ,3,0.0
1983,Fire fighting                    ,0,0.0
1983,Illegal Flight                   ,0,0.0
1983,International Scheduled Passenger,51,42.0
1983,Military                         ,0,0.0
1983,Non Scheduled Passenger          ,2,99.0
1983,Official state flight            ,0,0.0
1983,Parachuting                      ,0,0.0
1983,Passenger                        ,0,0.0
1983,Private                          ,0,0.0
1983,Scheduled Passenger              ,201,976.0
1983,Survey/research                  ,0,0.0
1983,Test                             ,0,0.0
1983,Training                         ,0,2.0
1983,Unknown                          ,0,0.0
1984,"Aerial Work (Calibration, Photo) ",0,0.0
1984,Agricultural                     ,0,0.0
1984,Ambulance                        ,0,0.0
1984,Cargo                            ,4,0.0
1984,Demonstration                    ,0,0.0
1984,Executive                        ,3,0.0
1984,Ferry/positioning                ,1,1.0
1984,Fire fighting                    ,0,0.0
1984,Illegal Flight                   ,0,0.0
1984,International Scheduled Passenger,0,108.0
1984,Military                         ,6,0.0
1984,Non Scheduled Passenger          ,11,20.0
1984,Official state flight            ,0,0.0
1984,Parachuting                      ,0,13.0
1984,Passenger                        ,0,0.0
1984,Private                          ,0,0.0
1984,Scheduled Passenger              ,0,0.0
1984,Survey/research                  ,0,0.0
1984,Test                             ,0,0.0
1984,Training                         ,3,2.0
1984,Unknown                          ,0,0.0
1985,"Aerial Work (Calibration, Photo) ",0,0.0
1985,Agricultural                     ,0,0.0
1985,Ambulance                        ,0,0.0
1985,Cargo                            ,2,0.0
1985,Demonstration                    ,0,0.0
1985,Executive                        ,2,1.0
1985,Ferry/positioning                ,0,0.0
1985,Fire fighting                    ,0,0.0
1985,Illegal Flight                   ,0,0.0
1985,International Scheduled Passenger,390,313.0
1985,Military                         ,7,0.0
1985,Non Scheduled Passenger          ,0,28.0
1985,Official state flight            ,0,0.0
1985,Parachuting                      ,0,0.0
1985,Passenger                        ,0,0.0
1985,Private                          ,0,0.0
1985,Scheduled Passenger              ,250,139.0
1985,Survey/research                  ,0,0.0
1985,Test                             ,0,0.0
1985,Training                         ,0,0.0
1985,Unknown                          ,0,3.0
1986,"Aerial Work (Calibration, Photo) ",0,0.0
1986,Agricultural                     ,0,0.0
1986,Ambulance                        ,0,0.0
1986,Cargo                            ,0,0.0
1986,Demonstration                    ,0,0.0
1986,Executive                        ,6,0.0
1986,Ferry/positioning                ,0,0.0
1986,Fire fighting                    ,0,0.0
1986,Illegal Flight                   ,0,0.0
1986,International Scheduled Passenger,13,0.0
1986,Military                         ,0,0.0
1986,Non Scheduled Passenger          ,0,0.0
1986,Official state flight            ,34,10.0
1986,Parachuting                      ,0,0.0
1986,Passenger                        ,0,0.0
1986,Private                          ,2,0.0
1986,Scheduled Passenger              ,17,415.0
1986,Survey/research                  ,0,0.0
1986,Test                             ,0,0.0
1986,Training                         ,4,0.0
1986,Unknown                          ,0,4.0
1987,"Aerial Work (Calibration, Photo) ",0,0.0
1987,Agricultural                     ,0,0.0
1987,Ambulance                        ,0,0.0
1987,Cargo                            ,8,5.0
1987,Demonstration                    ,3,0.0
1987,Executive                        ,0,4.0
1987,Ferry/positioning                ,0,2.0
1987,Fire fighting                    ,0,0.0
1987,Illegal Flight                   ,0,0.0
1987,International Scheduled Passenger,37,0.0
1987,Military                         ,55,0.0
1987,Non Scheduled Passenger          ,60,4.0
1987,Official state flight            ,0,0.0
1987,Parachuting                      ,0,0.0
1987,Passenger                        ,0,0.0
1987,Private                          ,0,0.0
1987,Scheduled Passenger              ,224,376.0
1987,Survey/research                  ,0,0.0
1987,Test                             ,0,12.0
1987,Training                         ,5,0.0
1987,Unknown                          ,0,0.0
1988,"Aerial Work (Calibration, Photo) ",0,0.0
1988,Agricultural                     ,0,0.0
1988,Ambulance                        ,0,0.0
1988,Cargo                            ,9,5.0
1988,Demonstration                    ,0,0.0
1988,Executive                        ,0,0.0
1988,Ferry/positioning                ,3,0.0
1988,Fire fighting                    ,0,0.0
1988,Illegal Flight                   ,0,0.0
1988,International Scheduled Passenger,7,250.0
1988,Military                         ,0,16.0
1988,Non Scheduled Passenger          ,0,0.0
1988,Official state flight            ,0,0.0
1988,Parachuting                      ,0,0.0
1988,Passenger                        ,0,0.0
1988,Private                          ,0,0.0
1988,Scheduled Passenger              ,166,434.0
1988,Survey/research                  ,0,0.0
1988,Test                             ,0,0.0
1988,Training                         ,0,0.0
1988,Unknown                          ,4,0.0
1989,"Aerial Work (Calibration, Photo) ",0,0.0
1989,Agricultural                     ,4,0.0
1989,Ambulance                        ,4,0.0
1989,Cargo                            ,18,0.0
1989,Demonstration                    ,0,0.0
1989,Executive                        ,12,0.0
1989,Ferry/positioning                ,0,0.0
1989,Fire fighting                    ,0,0.0
1989,Illegal Flight                   ,0,0.0
1989,International Scheduled Passenger,170,0.0
1989,Military                         ,6,5.0
1989,Non Scheduled Passenger          ,124,165.0
1989,Official state flight            ,0,0.0
1989,Parachuting                      ,0,0.0
1989,Passenger                        ,0,65.0
1989,Private                          ,0,0.0
1989,Scheduled Passenger              ,179,748.0
1989,Survey/research                  ,0,0.0
1989,Test                             ,0,0.0
1989,Training                         ,0,0.0
1989,Unknown                          ,0,0.0
1990,"Aerial Work (Calibration, Photo) ",0,2.0
1990,Agricultural                     ,0,0.0
1990,Ambulance                        ,0,0.0
1990,Cargo                            ,0,7.0
1990,Demonstration                    ,0,0.0
1990,Executive                        ,3,0.0
1990,Ferry/positioning                ,1,6.0
1990,Fire fighting                    ,0,0.0
1990,Illegal Flight                   ,0,0.0
1990,International Scheduled Passenger,0,343.0
1990,Military                         ,10,40.0
1990,Non Scheduled Passenger          ,2,7.0
1990,Official state flight            ,0,0.0
1990,Parachuting                      ,0,0.0
1990,Passenger                        ,0,0.0
1990,Private                          ,0,0.0
1990,Scheduled Passenger              ,68,277.0
1990,Survey/research                  ,0,0.0
1990,Test                             ,0,0.0
1990,Training                         ,0,3.0
1990,Unknown                          ,0,1.0
1991,"Aerial Work (Calibration, Photo) ",0,0.0
1991,Agricultural                     ,0,0.0
1991,Ambulance                        ,0,0.0
1991,Cargo                            ,31,3.0
1991,Demonstration                    ,0,0.0
1991,Executive                        ,9,0.0
1991,Ferry/positioning                ,2,0.0
1991,Fire fighting                    ,0,0.0
1991,Illegal Flight                   ,0,0.0
1991,International Scheduled Passenger,0,337.0
1991,Military                         ,0,0.0
1991,Non Scheduled Passenger          ,0,0.0
1991,Official state flight            ,0,0.0
1991,Parachuting                      ,0,0.0
1991,Passenger                        ,0,0.0
1991,Private                          ,0,0.0
1991,Scheduled Passenger              ,129,201.0
1991,Survey/research                  ,0,0.0
1991,Test                             ,0,0.0
1991,Training                         ,0,0.0
1991,Unknown                          ,2,3.0
1992,"Aerial Work (Calibration, Photo) ",0,0.0
1992,Agricultural                     ,0,0.0
1992,Ambulance                        ,0,0.0
1992,Cargo                            ,20,8.0
1992,Demonstration                    ,0,0.0
1992,Executive                        ,8,0.0
1992,Ferry/positioning                ,4,0.0
1992,Fire fighting                    ,2,0.0
1992,Illegal Flight                   ,0,0.0
1992,International Scheduled Passenger,113,0.0
1992,Military                         ,170,2.0
1992,Non Scheduled Passenger          ,48,21.0
1992,Official state flight            ,0,0.0
1992,Parachuting                      ,0,0.0
1992,Passenger                        ,0,0.0
1992,Private                          ,0,8.0
1992,Scheduled Passenger              ,70,449.0
1992,Survey/research                  ,0,0.0
1992,Test                             ,3,0.0
1992,Training                         ,1,0.0
1992,Unknown                          ,0,0.0
1993,"Aerial Work (Calibration, Photo) ",0,0.0
1993,Agricultural                     ,0,0.0
1993,Ambulance                        ,0,0.0
1993,Cargo                            ,0,3.0
1993,Demonstration                    ,0,0.0
1993,Executive                        ,0,2.0
1993,Ferry/positioning                ,2,2.0
1993,Fire fighting                    ,0,0.0
1993,Illegal Flight                   ,0,0.0
1993,International Scheduled Passenger,2,584.0
1993,Military                         ,30,0.0
1993,Non Scheduled Passenger          ,110,33.0
1993,Official state flight            ,0,0.0
1993,Parachuting                      ,0,0.0
1993,Passenger                        ,0,0.0
1993,Private                          ,3,0.0
1993,Scheduled Passenger              ,81,498.0
1993,Survey/research                  ,0,0.0
1993,Test                             ,3,0.0
1993,Training                         ,0,0.0
1993,Unknown                          ,0,0.0
1994,"Aerial Work (Calibration, Photo) ",0,0.0
1994,Agricultural                     ,0,0.0
1994,Ambulance                        ,0,0.0
1994,Cargo                            ,3,17.0
1994,Demonstration                    ,0,0.0
1994,Executive                        ,0,0.0
1994,Ferry/positioning                ,5,0.0
1994,Fire fighting                    ,0,0.0
1994,Illegal Flight                   ,0,0.0
1994,International Scheduled Passenger,7,163.0
1994,Military                         ,23,19.0
1994,Non Scheduled Passenger          ,22,23.0
1994,Official state flight            ,0,0.0
1994,Parachuting                      ,0,0.0
1994,Passenger                        ,0,0.0
1994,Private                          ,0,0.0
1994,Scheduled Passenger              ,85,382.0
1994,Survey/research                  ,0,0.0
1994,Test                             ,0,0.0
1994,Training                         ,0,0.0
1994,Unknown                          ,0,0.0
1995,"Aerial Work (Calibration, Photo) ",0,0.0
1995,Agricultural                     ,0,0.0
1995,Ambulance                        ,0,0.0
1995,Cargo                            ,13,10.0
1995,Demonstration                    ,0,0.0
1995,Executive                        ,0,16.0
1995,Ferry/positioning                ,1,7.0
1995,Fire fighting                    ,2,0.0
1995,Illegal Flight                   ,0,0.0
1995,International Scheduled Passenger,136,174.0
1995,Military                         ,78,3.0
1995,Non Scheduled Passenger          ,53,4.0
1995,Official state flight            ,0,0.0
1995,Parachuting                      ,0,0.0
1995,Passenger                        ,0,0.0
1995,Private                          ,0,0.0
1995,Scheduled Passenger              ,79,646.0
1995,Survey/research                  ,0,0.0
1995,Test                             ,0,0.0
1995,Training                         ,2,1.0
1995,Unknown                          ,2,0.0
1996,"Aerial Work (Calibration, Photo) ",0,0.0
1996,Agricultural                     ,0,0.0
1996,Ambulance                        ,0,0.0
1996,Cargo                            ,50,22.0
1996,Demonstration                    ,0,0.0
1996,Executive                        ,0,0.0
1996,Ferry/positioning                ,0,0.0
1996,Fire fighting                    ,0,0.0
1996,Illegal Flight                   ,0,0.0
1996,International Scheduled Passenger,425,327.0
1996,Military                         ,37,1.0
1996,Non Scheduled Passenger          ,5,13.0
1996,Official state flight            ,0,0.0
1996,Parachuting                      ,0,0.0
1996,Passenger                        ,0,0.0
1996,Private                          ,3,0.0
1996,Scheduled Passenger              ,169,312.0
1996,Survey/research                  ,0,0.0
1996,Test                             ,6,0.0
1996,Training                         ,0,0.0
1996,Unknown                          ,0,0.0
1997,"Aerial Work (Calibration, Photo) ",0,0.0
1997,Agricultural                     ,0,0.0
1997,Ambulance                        ,0,0.0
1997,Cargo                            ,4,7.0
1997,Demonstration                    ,0,0.0
1997,Executive                        ,1,1.0
1997,Ferry/positioning                ,3,0.0
1997,Fire fighting                    ,0,0.0
1997,Illegal Flight                   ,0,0.0
1997,International Scheduled Passenger,1,627.0
1997,Military                         ,38,0.0
1997,Non Scheduled Passenger          ,19,3.0
1997,Official state flight            ,0,0.0
1997,Parachuting                      ,0,0.0
1997,Passenger                        ,0,0.0
1997,Private                          ,3,0.0
1997,Scheduled Passenger              ,12,352.0
1997,Survey/research                  ,0,0.0
1997,Test                             ,0,0.0
1997,Training                         ,0,0.0
1997,Unknown                          ,0,0.0
1998,"Aerial Work (Calibration, Photo) ",0,0.0
1998,Agricultural                     ,0,0.0
1998,Ambulance                        ,0,0.0
1998,Cargo                            ,9,19.0
1998,Demonstration                    ,0,0.0
1998,Executive                        ,0,0.0
1998,Ferry/positioning                ,3,3.0
1998,Fire fighting                    ,0,0.0
1998,Illegal Flight                   ,0,0.0
1998,International Scheduled Passenger,299,280.0
1998,Military                         ,0,7.0
1998,Non Scheduled Passenger          ,3,0.0
1998,Official state flight            ,0,0.0
1998,Parachuting                      ,0,0.0
1998,Passenger                        ,0,0.0
1998,Private                          ,0,0.0
1998,Scheduled Passenger              ,202,360.0
1998,Survey/research                  ,0,0.0
1998,Test                             ,2,0.0
1998,Training                         ,0,0.0
1998,Unknown                          ,0,2.0
1999,"Aerial Work (Calibration, Photo) ",0,0.0
1999,Agricultural                     ,0,0.0
1999,Ambulance                        ,0,0.0
1999,Cargo                            ,14,17.0
1999,Demonstration                    ,0,0.0
1999,Executive                        ,3,12.0
1999,Ferry/positioning                ,2,2.0
1999,Fire fighting                    ,0,0.0
1999,Illegal Flight                   ,1,0.0
1999,International Scheduled Passenger,217,92.0
1999,Military                         ,16,0.0
1999,Non Scheduled Passenger          ,3,17.0
1999,Official state flight            ,0,0.0
1999,Parachuting                      ,0,0.0
1999,Passenger                        ,0,0.0
1999,Private                          ,3,5.0
1999,Scheduled Passenger              ,159,81.0
1999,Survey/research                  ,0,0.0
1999,Test                             ,0,0.0
1999,Training                         ,0,2.0
1999,Unknown                          ,0,0.0
2000,"Aerial Work (Calibration, Photo) ",0,0.0
2000,Agricultural                     ,0,0.0
2000,Ambulance                        ,5,0.0
2000,Cargo                            ,5,3.0
2000,Demonstration                    ,0,0.0
2000,Executive                        ,2,2.0
2000,Ferry/positioning                ,1,3.0
2000,Fire fighting                    ,0,0.0
2000,Illegal Flight                   ,0,0.0
2000,International Scheduled Passenger,227,493.0
2000,Military                         ,2,13.0
2000,Non Scheduled Passenger          ,57,159.0
2000,Official state flight            ,0,0.0
2000,Parachuting                      ,0,0.0
2000,Passenger                        ,0,0.0
2000,Private                          ,1,2.0
2000,Scheduled Passenger              ,0,185.0
2000,Survey/research                  ,0,0.0
2000,Test                             ,0,5.0
2000,Training                         ,0,0.0
2000,Unknown                          ,0,0.0
2001,"Aerial Work (Calibration, Photo) ",0,0.0
2001,Agricultural                     ,0,0.0
2001,Ambulance                        ,0,0.0
2001,Cargo                            ,4,19.0
2001,Demonstration                    ,0,0.0
2001,Executive                        ,0,8.0
2001,Ferry/positioning                ,5,5.0
2001,Fire fighting                    ,0,0.0
2001,Illegal Flight                   ,0,0.0
2001,International Scheduled Passenger,378,407.0
2001,Military                         ,0,0.0
2001,Non Scheduled Passenger          ,24,11.0
2001,Official state flight            ,0,0.0
2001,Parachuting                      ,0,0.0
2001,Passenger                        ,0,0.0
2001,Private                          ,0,6.0
2001,Scheduled Passenger              ,163,195.0
2001,Survey/research                  ,0,0.0
2001,Test                             ,0,0.0
2001,Training                         ,0,0.0
2001,Unknown                          ,0,0.0
2002,"Aerial Work (Calibration, Photo) ",0,0.0
2002,Agricultural                     ,0,0.0
2002,Ambulance                        ,0,4.0
2002,Cargo                            ,1,3.0
2002,Demonstration                    ,0,0.0
2002,Executive                        ,0,0.0
2002,Ferry/positioning                ,3,2.0
2002,Fire fighting                    ,3,0.0
2002,Illegal Flight                   ,0,0.0
2002,International Scheduled Passenger,20,2.0
2002,Military                         ,0,0.0
2002,Non Scheduled Passenger          ,52,738.0
2002,Official state flight            ,0,0.0
2002,Parachuting                      ,0,0.0
2002,Passenger                        ,0,0.0
2002,Private                          ,0,0.0
2002,Scheduled Passenger              ,53,384.0
2002,Survey/research                  ,3,0.0
2002,Test                             ,0,5.0
2002,Training                         ,0,3.0
2002,Unknown                          ,1,4.0
2003,"Aerial Work (Calibration, Photo) ",0,0.0
2003,Agricultural                     ,0,0.0
2003,Ambulance                        ,0,0.0
2003,Cargo                            ,8,23.0
2003,Demonstration                    ,0,0.0
2003,Executive                        ,0,4.0
2003,Ferry/positioning                ,4,5.0
2003,Fire fighting                    ,0,0.0
2003,Illegal Flight                   ,0,0.0
2003,International Scheduled Passenger,141,22.0
2003,Military                         ,5,0.0
2003,Non Scheduled Passenger          ,91,163.0
2003,Official state flight            ,0,0.0
2003,Parachuting                      ,0,0.0
2003,Passenger                        ,0,0.0
2003,Private                          ,2,1.0
2003,Scheduled Passenger              ,125,369.0
2003,Survey/research                  ,0,0.0
2003,Test                             ,0,0.0
2003,Training                         ,0,0.0
2003,Unknown                          ,0,0.0
2004,"Aerial Work (Calibration, Photo) ",0,0.0
2004,Agricultural                     ,0,0.0
2004,Ambulance                        ,0,0.0
2004,Cargo                            ,11,7.0
2004,Demonstration                    ,0,0.0
2004,Executive                        ,0,6.0
2004,Ferry/positioning                ,8,0.0
2004,Fire fighting                    ,0,0.0
2004,Illegal Flight                   ,0,0.0
2004,International Scheduled Passenger,0,146.0
2004,Military                         ,0,0.0
2004,Non Scheduled Passenger          ,0,112.0
2004,Official state flight            ,0,0.0
2004,Parachuting                      ,0,0.0
2004,Passenger                        ,0,11.0
2004,Private                          ,0,3.0
2004,Scheduled Passenger              ,53,105.0
2004,Survey/research                  ,0,0.0
2004,Test                             ,0,0.0
2004,Training                         ,0,0.0
2004,Unknown                          ,0,0.0
2005,"Aerial Work (Calibration, Photo) ",0,0.0
2005,Agricultural                     ,0,0.0
2005,Ambulance                        ,0,4.0
2005,Cargo                            ,3,2.0
2005,Demonstration                    ,0,0.0
2005,Executive                        ,0,0.0
2005,Ferry/positioning                ,0,4.0
2005,Fire fighting                    ,0,0.0
2005,Illegal Flight                   ,0,0.0
2005,International Scheduled Passenger,23,309.0
2005,Military                         ,3,20.0
2005,Non Scheduled Passenger          ,176,42.0
2005,Official state flight            ,0,0.0
2005,Parachuting                      ,0,0.0
2005,Passenger                        ,0,0.0
2005,Private                          ,0,0.0
2005,Scheduled Passenger              ,168,182.0
2005,Survey/research                  ,0,0.0
2005,Test                             ,0,0.0
2005,Training                         ,0,0.0
2005,Unknown                          ,0,0.0
2006,"Aerial Work (Calibration, Photo) ",0,0.0
2006,Agricultural                     ,0,0.0
2006,Ambulance                        ,0,0.0
2006,Cargo                            ,0,26.0
2006,Demonstration                    ,1,0.0
2006,Executive                        ,0,15.0
